index	loc	scaffold	locus	posit	target	dist	f1	f2	signif	select	parent	swap	new_signif
3355	CN_S002053M184870	CN_S002053	CN_S002053M184870	184870	CN_S002053M184933	7.5	0.032051282051282	0	219	quasi-redundent	2959	no	225
3356	CN_S002053M184933	CN_S002053	CN_S002053M184933	184933	CN_S002053M184870	7.5	0.032051282051282	0	219	chosen	10990	no	225
3357	CN_S002053M191142	CN_S002053	CN_S002053M191142	191142	CN_S002053M184933	27	0.115384615384615	0.0108695652173913	184	small		NA	184
3358	CN_S002055M159385	CN_S002055	CN_S002055M159385	159385	CN_S002055M162313	43.5	0.185897435897436	0.0318471337579618	157	small		NA	157
3359	CN_S002055M162313	CN_S002055	CN_S002055M162313	162313	CN_S002055M159385	43.5	0.185897435897436	0.0318471337579618	157	small		NA	157
3360	CN_S002057M18577	CN_S002057	CN_S002057M18577	18577	CN_S002057M783642	13	0.0555555555555556	0.0315315315315315	222	small		NA	222
3361	CN_S002057M434961	CN_S002057	CN_S002057M434961	434961	CN_S002057M783642	31.5	0.134615384615385	0.0378378378378378	185	small		NA	185
3362	CN_S002057M446689	CN_S002057	CN_S002057M446689	446689	CN_S002057M783642	23	0.0982905982905983	0.0436893203883495	206	small		NA	206
3363	CN_S002057M459670	CN_S002057	CN_S002057M459670	459670	CN_S002057M18577	21.5	0.0918803418803419	0.0152284263959391	197	small		NA	197
3364	CN_S002057M469123	CN_S002057	CN_S002057M469123	469123	CN_S002057M783642	17	0.0726495726495727	0.0327102803738318	214	small		NA	214
3365	CN_S002057M492140	CN_S002057	CN_S002057M492140	492140	CN_S002057M492142	8.5	0.0363247863247863	0	217	quasi-redundent	2967	no	231
3366	CN_S002057M492142	CN_S002057	CN_S002057M492142	492142	CN_S002057M492140	8.5	0.0363247863247863	0	217	chosen	10990	no	231
3367	CN_S002057M541407	CN_S002057	CN_S002057M541407	541407	CN_S002057M783642	14	0.0598290598290598	0.0318181818181818	220	small		NA	220
3368	CN_S002057M587599	CN_S002057	CN_S002057M587599	587599	CN_S002057M783642	19	0.0811965811965812	0.01	200	small		NA	200
3369	CN_S002057M632366	CN_S002057	CN_S002057M632366	632366	CN_S002057M783642	22	0.094017094017094	0.025	200	small		NA	200
3370	CN_S002057M638010	CN_S002057	CN_S002057M638010	638010	CN_S002057M783642	22	0.094017094017094	0.0103092783505155	194	small		NA	194
3371	CN_S002057M716542	CN_S002057	CN_S002057M716542	716542	CN_S002057M783642	12	0.0512820512820513	0.00934579439252336	214	small		NA	214
3372	CN_S002057M776778	CN_S002057	CN_S002057M776778	776778	CN_S002057M776827	15	0.0641025641025641	0	204	quasi-redundent	2974	no	226
3373	CN_S002057M776827	CN_S002057	CN_S002057M776827	776827	CN_S002057M776778	15	0.0641025641025641	0	204	chosen	10990	no	226
3374	CN_S002057M776831	CN_S002057	CN_S002057M776831	776831	CN_S002057M776778	15	0.0641025641025641	0	204	quasi-redundent	2974	no	226
3375	CN_S002057M783642	CN_S002057	CN_S002057M783642	783642	CN_S002057M716542	12	0.0512820512820513	0.00934579439252336	214	small		NA	214
3376	CN_S002057M817147	CN_S002057	CN_S002057M817147	817147	CN_S002057M783642	38.5	0.164529914529915	0.0184049079754601	163	small		NA	163
3377	CN_S002057M898624	CN_S002057	CN_S002057M898624	898624	CN_S002057M783642	18	0.0769230769230769	0.0285714285714286	210	small		NA	210
3378	CN_S002057M961896	CN_S002057	CN_S002057M961896	961896	CN_S002057M783642	27	0.115384615384615	0.0360824742268041	194	small		NA	194
3379	CN_S002057M1002898	CN_S002057	CN_S002057M1002898	1002898	CN_S002057M783642	18.5	0.0790598290598291	0.0418604651162791	215	small		NA	215
3380	CN_S002057M1025868	CN_S002057	CN_S002057M1025868	1025868	CN_S002057M783642	22.5	0.0961538461538462	0.0298507462686567	201	small		NA	201
3381	CN_S002057M1038214	CN_S002057	CN_S002057M1038214	1038214	CN_S002057M783642	37	0.158119658119658	0.050561797752809	178	large		NA	178
3382	CN_S002057M1085035	CN_S002057	CN_S002057M1085035	1085035	CN_S002057M1085071	18	0.0769230769230769	0	198	quasi-redundent	2984	no	222
3383	CN_S002057M1085071	CN_S002057	CN_S002057M1085071	1085071	CN_S002057M1085035	18	0.0769230769230769	0	198	chosen	10990	no	222
3384	CN_S002057M1183604	CN_S002057	CN_S002057M1183604	1183604	CN_S002057M783642	20	0.0854700854700855	0.029126213592233	206	small		NA	206
3385	CN_S002057M1258811	CN_S002057	CN_S002057M1258811	1258811	CN_S002057M783642	29	0.123931623931624	0.0463917525773196	194	small		NA	194
3386	CN_S002057M1311215	CN_S002057	CN_S002057M1311215	1311215	CN_S002057M783642	19.5	0.0833333333333333	0.037914691943128	211	small		NA	211
3387	CN_S002060M186333	CN_S002060	CN_S002060M186333	186333	CN_S002060M186334	6.5	0.0277777777777778	0	221	quasi-redundent	2989	no	221
3388	CN_S002060M186334	CN_S002060	CN_S002060M186334	186334	CN_S002060M186333	6.5	0.0277777777777778	0	221	chosen	10990	no	221
3389	CN_S002060M225456	CN_S002060	CN_S002060M225456	225456	CN_S002060M186333	32	0.136752136752137	0.0526315789473684	190	large		NA	190
3390	CN_S002060M393126	CN_S002060	CN_S002060M393126	393126	CN_S002060M547997	24.5	0.104700854700855	0.0398009950248756	201	small		NA	201
3391	CN_S002060M411539	CN_S002060	CN_S002060M411539	411539	CN_S002060M547963	44.5	0.19017094017094	0.0496894409937888	161	small		NA	161
3392	CN_S002060M547963	CN_S002060	CN_S002060M547963	547963	CN_S002060M547997	23	0.0982905982905983	0.0204081632653061	196	small		NA	196
3393	CN_S002060M547997	CN_S002060	CN_S002060M547997	547997	CN_S002060M602080	20	0.0854700854700855	0.0245098039215686	204	small		NA	204
3394	CN_S002060M551041	CN_S002060	CN_S002060M551041	551041	CN_S002060M551093	30	0.128205128205128	0	174	quasi-redundent	2996	no	230
3395	CN_S002060M551093	CN_S002060	CN_S002060M551093	551093	CN_S002060M551041	30	0.128205128205128	0	174	chosen	10990	no	230
3396	CN_S002060M602080	CN_S002060	CN_S002060M602080	602080	CN_S002060M547997	20	0.0854700854700855	0.0245098039215686	204	small		NA	204
3397	CN_S002060M632144	CN_S002060	CN_S002060M632144	632144	CN_S002060M547997	30	0.128205128205128	0.0372340425531915	188	small		NA	188
3398	CN_S002060M706050	CN_S002060	CN_S002060M706050	706050	CN_S002060M547997	24.5	0.104700854700855	0.0207253886010363	193	small		NA	193
3399	CN_S002060M761303	CN_S002060	CN_S002060M761303	761303	CN_S002060M547997	24	0.102564102564103	0.035	200	small		NA	200
3400	CN_S002060M786645	CN_S002060	CN_S002060M786645	786645	CN_S002060M602080	35.5	0.151709401709402	0.0395480225988701	177	small		NA	177
3401	CN_S002063M108218	CN_S002063	CN_S002063M108218	108218	CN_S002063M451573	32	0.136752136752137	0.043010752688172	186	small		NA	186
3402	CN_S002063M451548	CN_S002063	CN_S002063M451548	451548	CN_S002063M451573	16	0.0683760683760684	0.00490196078431373	204	small		NA	204
3403	CN_S002063M451573	CN_S002063	CN_S002063M451573	451573	CN_S002063M451548	16	0.0683760683760684	0.00490196078431373	204	small		NA	204
3404	CN_S002063M451628	CN_S002063	CN_S002063M451628	451628	CN_S002063M108218	36.5	0.155982905982906	0.0695187165775401	187	large		NA	187
3405	CN_S002066M210433	CN_S002066	CN_S002066M210433	210433	NA	NA	NA	NA	234	single		NA	234
3406	CN_S002069M786935	CN_S002069	CN_S002069M786935	786935	NA	NA	NA	NA	234	single		NA	234
3407	CN_S002070M254355	CN_S002070	CN_S002070M254355	254355	NA	NA	NA	NA	234	single		NA	234
3408	CN_S002075M708350	CN_S002075	CN_S002075M708350	708350	CN_S002075M708352	7	0.0299145299145299	0	220	quasi-redundent	9371	no	220
3409	CN_S002075M708352	CN_S002075	CN_S002075M708352	708352	CN_S002075M708350	7	0.0299145299145299	0	220	chosen	10990	no	220
3410	CN_S002076M191141	CN_S002076	CN_S002076M191141	191141	CN_S002076M760717	25	0.106837606837607	0.0257731958762887	194	small		NA	194
3411	CN_S002076M760717	CN_S002076	CN_S002076M760717	760717	CN_S002076M768739	22	0.094017094017094	0.0202020202020202	198	small		NA	198
3412	CN_S002076M768739	CN_S002076	CN_S002076M768739	768739	CN_S002076M760717	22	0.094017094017094	0.0202020202020202	198	small		NA	198
3413	CN_S002076M780190	CN_S002076	CN_S002076M780190	780190	CN_S002076M760717	36	0.153846153846154	0.0597826086956522	184	large		NA	184
3414	CN_S002076M794980	CN_S002076	CN_S002076M794980	794980	CN_S002076M760717	34.5	0.147435897435897	0.0441988950276243	181	small		NA	181
3415	CN_S002076M966103	CN_S002076	CN_S002076M966103	966103	CN_S002076M760717	25	0.106837606837607	0.0353535353535354	198	small		NA	198
3416	CN_S002076M966177	CN_S002076	CN_S002076M966177	966177	CN_S002076M760717	29.5	0.126068376068376	0.0466321243523316	193	small		NA	193
3417	CN_S002076M1024035	CN_S002076	CN_S002076M1024035	1024035	CN_S002076M760717	39.5	0.168803418803419	0.0621468926553672	177	large		NA	177
3418	CN_S002076M1032828	CN_S002076	CN_S002076M1032828	1032828	CN_S002076M760717	30	0.128205128205128	0.0372340425531915	188	small		NA	188
3419	CN_S002079M123795	CN_S002079	CN_S002079M123795	123795	CN_S002079M324374	28	0.11965811965812	0.0315789473684211	190	small		NA	190
3420	CN_S002079M249974	CN_S002079	CN_S002079M249974	249974	CN_S002079M324374	36.5	0.155982905982906	0.0179640718562874	167	small		NA	167
3421	CN_S002079M324374	CN_S002079	CN_S002079M324374	324374	CN_S002079M736156	21	0.0897435897435897	0.0294117647058824	204	small		NA	204
3422	CN_S002079M341342	CN_S002079	CN_S002079M341342	341342	CN_S002079M324374	33.5	0.143162393162393	0.0282485875706215	177	small		NA	177
3423	CN_S002079M547986	CN_S002079	CN_S002079M547986	547986	CN_S002079M324374	26	0.111111111111111	0.010752688172043	186	small		NA	186
3424	CN_S002079M736122	CN_S002079	CN_S002079M736122	736122	CN_S002079M736156	11	0.047008547008547	0.00467289719626168	214	small		NA	214
3425	CN_S002079M736156	CN_S002079	CN_S002079M736156	736156	CN_S002079M736122	11	0.047008547008547	0.00467289719626168	214	small		NA	214
3426	CN_S002079M864449	CN_S002079	CN_S002079M864449	864449	CN_S002079M736156	23	0.0982905982905983	0.0154639175257732	194	small		NA	194
3427	CN_S002079M921187	CN_S002079	CN_S002079M921187	921187	CN_S002079M736156	37.5	0.16025641025641	0.0350877192982456	171	small		NA	171
3428	CN_S002079M1030251	CN_S002079	CN_S002079M1030251	1030251	CN_S002079M736156	31	0.132478632478632	0.0274725274725275	182	small		NA	182
3429	CN_S002079M1090795	CN_S002079	CN_S002079M1090795	1090795	CN_S002079M736156	44	0.188034188034188	0.0493827160493827	162	small		NA	162
3430	CN_S002079M1140553	CN_S002079	CN_S002079M1140553	1140553	CN_S002079M736156	28.5	0.121794871794872	0.0366492146596859	191	small		NA	191
3431	CN_S002083M134511	CN_S002083	CN_S002083M134511	134511	CN_S002083M134540	11	0.047008547008547	0	212	quasi-redundent	3028	no	212
3432	CN_S002083M134540	CN_S002083	CN_S002083M134540	134540	CN_S002083M134511	11	0.047008547008547	0	212	chosen	10990	no	212
3433	CN_S002083M237092	CN_S002083	CN_S002083M237092	237092	CN_S002083M134511	30.5	0.13034188034188	0.0471204188481675	191	small		NA	191
3434	CN_S002085M111449	CN_S002085	CN_S002085M111449	111449	CN_S002085M141090	35.5	0.151709401709402	0.0446927374301676	179	small		NA	179
3435	CN_S002085M141090	CN_S002085	CN_S002085M141090	141090	CN_S002085M433782	33.5	0.143162393162393	0.0486486486486487	185	small		NA	185
3436	CN_S002085M433782	CN_S002085	CN_S002085M433782	433782	CN_S002085M141090	33.5	0.143162393162393	0.0486486486486487	185	small		NA	185
3437	CN_S002085M433858	CN_S002085	CN_S002085M433858	433858	CN_S002085M433782	36.5	0.155982905982906	0.0346820809248555	173	small		NA	173
3438	CN_S002096M194855	CN_S002096	CN_S002096M194855	194855	CN_S002096M615772	27.5	0.117521367521368	0.041025641025641	195	small		NA	195
3439	CN_S002096M615772	CN_S002096	CN_S002096M615772	615772	CN_S002096M194855	27.5	0.117521367521368	0.041025641025641	195	small		NA	195
3440	CN_S002102M160181	CN_S002102	CN_S002102M160181	160181	NA	NA	NA	NA	234	single		NA	234
3441	CN_S002107M607758	CN_S002107	CN_S002107M607758	607758	CN_S002107M607761	3.5	0.014957264957265	0	227	chosen	NA	yes	228
3442	CN_S002107M607761	CN_S002107	CN_S002107M607761	607761	CN_S002107M607758	3.5	0.014957264957265	0	227	swaped	3034	yes	227
3443	CN_S002107M815837	CN_S002107	CN_S002107M815837	815837	CN_S002107M607761	14	0.0598290598290598	0.0141509433962264	212	small		NA	212
3444	CN_S002107M817433	CN_S002107	CN_S002107M817433	817433	CN_S002107M607761	18	0.0769230769230769	0.0285714285714286	210	small		NA	210
3445	CN_S002107M822844	CN_S002107	CN_S002107M822844	822844	CN_S002107M607761	23.5	0.10042735042735	0.0394088669950739	203	small		NA	203
3446	CN_S002107M827113	CN_S002107	CN_S002107M827113	827113	CN_S002107M607761	14.5	0.061965811965812	0.0187793427230047	213	small		NA	213
3447	CN_S002107M1077275	CN_S002107	CN_S002107M1077275	1077275	CN_S002107M607761	34	0.145299145299145	0.0337078651685393	178	small		NA	178
3448	CN_S002107M1081142	CN_S002107	CN_S002107M1081142	1081142	CN_S002107M607758	20	0.0854700854700855	0.0336538461538462	208	small		NA	208
3449	CN_S002107M2246136	CN_S002107	CN_S002107M2246136	2246136	CN_S002107M607758	30.5	0.13034188034188	0.0324324324324324	185	small		NA	185
3450	CN_S002107M2266050	CN_S002107	CN_S002107M2266050	2266050	CN_S002107M607761	27.5	0.117521367521368	0.0456852791878173	197	small		NA	197
3451	CN_S002111M17883	CN_S002111	CN_S002111M17883	17883	CN_S002111M268219	27.5	0.117521367521368	0.0362694300518135	193	small		NA	193
3452	CN_S002111M268219	CN_S002111	CN_S002111M268219	268219	CN_S002111M17883	27.5	0.117521367521368	0.0362694300518135	193	small		NA	193
3453	CN_S002112M30132	CN_S002112	CN_S002112M30132	30132	CN_S002112M30165	22	0.094017094017094	0.0103092783505155	194	small		NA	194
3454	CN_S002112M30165	CN_S002112	CN_S002112M30165	30165	CN_S002112M30132	22	0.094017094017094	0.0103092783505155	194	small		NA	194
3455	CN_S002112M48525	CN_S002112	CN_S002112M48525	48525	CN_S002112M59010	37.5	0.16025641025641	0.029585798816568	169	small		NA	169
3456	CN_S002112M58922	CN_S002112	CN_S002112M58922	58922	CN_S002112M59010	42	0.179487179487179	0.0426829268292683	164	small		NA	164
3457	CN_S002112M59010	CN_S002112	CN_S002112M59010	59010	CN_S002112M30165	37.5	0.16025641025641	0.0655737704918033	183	large		NA	183
3458	CN_S002113M37002	CN_S002113	CN_S002113M37002	37002	CN_S002113M37011	19.5	0.0833333333333333	0	195	quasi-redundent	3050	no	195
3459	CN_S002113M37011	CN_S002113	CN_S002113M37011	37011	CN_S002113M37002	19.5	0.0833333333333333	0	195	chosen	10990	no	195
3460	CN_S002113M37012	CN_S002113	CN_S002113M37012	37012	CN_S002113M37002	19.5	0.0833333333333333	0	195	quasi-redundent	3050	no	195
3461	CN_S002113M37121	CN_S002113	CN_S002113M37121	37121	CN_S002113M37002	43	0.183760683760684	0.0194805194805195	154	small		NA	154
3462	CN_S002119M200863	CN_S002119	CN_S002119M200863	200863	CN_S002119M200886	8	0.0341880341880342	0	218	quasi-redundent	3054	no	218
3463	CN_S002119M200886	CN_S002119	CN_S002119M200886	200886	CN_S002119M200863	8	0.0341880341880342	0	218	chosen	10990	no	218
3464	CN_S002119M201982	CN_S002119	CN_S002119M201982	201982	CN_S002119M200863	38	0.162393162393162	0.0240963855421687	166	small		NA	166
3465	CN_S002120M236091	CN_S002120	CN_S002120M236091	236091	CN_S002120M477824	23	0.0982905982905983	0.0436893203883495	206	small		NA	206
3466	CN_S002120M477824	CN_S002120	CN_S002120M477824	477824	CN_S002120M236091	23	0.0982905982905983	0.0436893203883495	206	small		NA	206
3467	CN_S002123M100722	CN_S002123	CN_S002123M100722	100722	NA	NA	NA	NA	234	single		NA	234
3468	CN_S002129M1035798	CN_S002129	CN_S002129M1035798	1035798	NA	NA	NA	NA	234	single		NA	234
3469	CN_S002140M59540	CN_S002140	CN_S002140M59540	59540	NA	NA	NA	NA	234	single		NA	234
3470	CN_S002150M648081	CN_S002150	CN_S002150M648081	648081	CN_S002150M648090	7	0.0299145299145299	0	220	chosen	NA	yes	224
3471	CN_S002150M648090	CN_S002150	CN_S002150M648090	648090	CN_S002150M648081	7	0.0299145299145299	0	220	swaped	9378	yes	223
3472	CN_S002151M294862	CN_S002151	CN_S002151M294862	294862	CN_S002151M1084564	31.5	0.134615384615385	0.0615384615384615	195	large		NA	195
3473	CN_S002151M524830	CN_S002151	CN_S002151M524830	524830	CN_S002151M524871	28.5	0.121794871794872	0	177	quasi-redundent	3058	no	207
3474	CN_S002151M524871	CN_S002151	CN_S002151M524871	524871	CN_S002151M524830	28.5	0.121794871794872	0	177	chosen	10990	no	207
3475	CN_S002151M579581	CN_S002151	CN_S002151M579581	579581	CN_S002151M579620	18	0.0769230769230769	0	198	quasi-redundent	3060	no	217
3476	CN_S002151M579620	CN_S002151	CN_S002151M579620	579620	CN_S002151M579581	18	0.0769230769230769	0	198	chosen	10990	no	217
3477	CN_S002151M632777	CN_S002151	CN_S002151M632777	632777	CN_S002151M1084564	26.5	0.113247863247863	0.0452261306532663	199	small		NA	199
3478	CN_S002151M1084564	CN_S002151	CN_S002151M1084564	1084564	CN_S002151M632777	26.5	0.113247863247863	0.0452261306532663	199	small		NA	199
3479	CN_S002154M23523	CN_S002154	CN_S002154M23523	23523	CN_S002154M1116026	32	0.136752136752137	0.043010752688172	186	small		NA	186
3480	CN_S002154M193183	CN_S002154	CN_S002154M193183	193183	CN_S002154M1116026	18.5	0.0790598290598291	0.0287081339712919	209	small		NA	209
3481	CN_S002154M198465	CN_S002154	CN_S002154M198465	198465	CN_S002154M198470	17	0.0726495726495727	0	200	quasi-redundent	3067	no	220
3482	CN_S002154M198466	CN_S002154	CN_S002154M198466	198466	CN_S002154M198465	17.5	0.0747863247863248	0.0146341463414634	205	small		NA	205
3483	CN_S002154M198470	CN_S002154	CN_S002154M198470	198470	CN_S002154M198465	17	0.0726495726495727	0	200	chosen	10990	no	220
3484	CN_S002154M199228	CN_S002154	CN_S002154M199228	199228	CN_S002154M199243	24.5	0.104700854700855	0	185	quasi-redundent	3069	no	216
3485	CN_S002154M199243	CN_S002154	CN_S002154M199243	199243	CN_S002154M199228	24.5	0.104700854700855	0	185	chosen	10990	no	216
3486	CN_S002154M199511	CN_S002154	CN_S002154M199511	199511	CN_S002154M1116026	22.5	0.0961538461538462	0.0434782608695652	207	small		NA	207
3487	CN_S002154M208330	CN_S002154	CN_S002154M208330	208330	CN_S002154M1116026	23.5	0.10042735042735	0.0301507537688442	199	small		NA	199
3488	CN_S002154M219415	CN_S002154	CN_S002154M219415	219415	CN_S002154M1116026	30.5	0.13034188034188	0.0471204188481675	191	small		NA	191
3489	CN_S002154M219911	CN_S002154	CN_S002154M219911	219911	CN_S002154M199511	27.5	0.117521367521368	0.031413612565445	191	small		NA	191
3490	CN_S002154M244186	CN_S002154	CN_S002154M244186	244186	CN_S002154M1116026	26	0.111111111111111	0.0357142857142857	196	small		NA	196
3491	CN_S002154M314110	CN_S002154	CN_S002154M314110	314110	CN_S002154M1116026	33	0.141025641025641	0.0227272727272727	176	small		NA	176
3492	CN_S002154M367354	CN_S002154	CN_S002154M367354	367354	CN_S002154M1116026	23	0.0982905982905983	0.0346534653465347	202	small		NA	202
3493	CN_S002154M472470	CN_S002154	CN_S002154M472470	472470	CN_S002154M1116026	23	0.0982905982905983	0.0346534653465347	202	small		NA	202
3494	CN_S002154M472516	CN_S002154	CN_S002154M472516	472516	CN_S002154M1116026	30	0.128205128205128	0.0166666666666667	180	small		NA	180
3495	CN_S002154M505500	CN_S002154	CN_S002154M505500	505500	CN_S002154M1116026	43.5	0.185897435897436	0.0377358490566038	159	small		NA	159
3496	CN_S002154M851915	CN_S002154	CN_S002154M851915	851915	CN_S002154M851923	29	0.123931623931624	0	176	quasi-redundent	3081	no	215
3497	CN_S002154M851923	CN_S002154	CN_S002154M851923	851923	CN_S002154M851915	29	0.123931623931624	0	176	chosen	10990	no	215
3498	CN_S002154M856648	CN_S002154	CN_S002154M856648	856648	CN_S002154M1116026	31	0.132478632478632	0.0168539325842697	178	small		NA	178
3499	CN_S002154M1116026	CN_S002154	CN_S002154M1116026	1116026	CN_S002154M1122360	18	0.0769230769230769	0.0099009900990099	202	small		NA	202
3500	CN_S002154M1122360	CN_S002154	CN_S002154M1122360	1122360	CN_S002154M1116026	18	0.0769230769230769	0.0099009900990099	202	small		NA	202
3501	CN_S002154M1409453	CN_S002154	CN_S002154M1409453	1409453	CN_S002154M1116026	26	0.111111111111111	0.0210526315789474	190	small		NA	190
3502	CN_S002154M1421994	CN_S002154	CN_S002154M1421994	1421994	CN_S002154M1424385	96.5	0.412393162393162	0.389189189189189	185	outlier		NA	185
